chr	gene	NAGn	SRIn	Y_Zn
chr2	ATP6V1B1	9	9	9
chr8	ATP6V1B2	9	9	9
chr8	ATP6V1C1	23	23	23
chr2	ATP6V1C2	5	5	5
chr14	ATP6V1D	2	2	2
chr2	ATP6V1E2	4	4	4
chr9	ATP6V1G1	5	5	5
chr6	ATP6V1G2	2	2	2
chr1	ATP6V1G3	2	2	2
chr8	ATP6V1H	10	10	10
chr13	ATP7B	14	14	14
chr4	ATP8A1	36	36	36
chr13	ATP8A2	115	115	115
chr18	ATP8B1	7	7	7
chr19	ATP8B3	3	3	3
chr15	ATP8B4	44	44	44
chr20	ATP9A	41	41	41
chr18	ATP9B	85	85	85
chr15	ATP10A	2	2	2
chr5	ATP10B	46	46	46
chr4	ATP10D	11	11	11
chr13	ATP11A	16	16	16
chr3	ATP11B	16	16	16
chr23	ATP11C	2	2	2
chr13	ATP12A	8	8	8
chr19	ATP13A1	2	2	2
chr3	ATP13A3	4	4	4
chr3	ATP13A4	20	20	20
chr3	ATP13A5	19	19	19
chr1	ATPAF1	4	4	4
chr19	ATPBD3	2	2	2
chr15	ATPBD4	51	51	51
chr3	ATR	14	14	14
chr3	ATRIP	2	2	2
chr20	ATRN	20	20	20
chr10	ATRNL1	54	54	54
chr23	ATRX	2	2	2
chr6	ATXN1	109	109	109
chr12	ATXN2	7	7	7
chr14	ATXN3	3	3	3
chr3	ATXN7	9	9	9
chr7	ATXN7L1	32	32	32
chr1	ATXN7L2	3	3	3
chr17	ATXN7L3	2	2	2
chr22	ATXN10	63	63	63
chr9	AUH	41	41	41
chr20	AURKA	9	9	9
chr17	AURKB	2	2	2
chr7	AUTS2	100	100	100
chr15	AVEN	10	10	10
chr12	AVIL	3	3	3
chr10	AVPI1	5	5	5
chr12	AVPR1A	4	4	4
chr1	AVPR1B	2	2	2
chr16	AXIN1	9	9	9
chr17	AXIN2	4	4	4
chr19	AXL	8	8	8
chr3	AXUD1	2	2	2
chr17	AZI1	10	10	10
chr3	AZI2	2	2	2
chr8	AZIN1	8	8	8
chr19	AZU1	2	2	2
chr3	B3GALNT1	2	2	2
chr1	B3GALNT2	16	16	16
chr2	B3GALT1	2	2	2
chr21	B3GALT5	5	5	5
chr1	B3GALT6	2	2	2
chr13	B3GALTL	30	30	30
chr11	B3GAT1	11	11	11
chr6	B3GAT2	14	14	14
chr11	B3GAT3	3	3	3
chr2	B3GNT2	2	2	2
chr19	B3GNT3	3	3	3
chr12	B3GNT4	3	3	3
chr3	B3GNT5	10	10	10
chr11	B3GNT6	6	6	6
chr17	B3GNTL1	16	16	16
chr12	B4GALNT3	6	6	6
chr9	B4GALT1	16	16	16
chr1	B4GALT2	2	2	2
chr1	B4GALT3	3	3	3
chr3	B4GALT4	2	2	2
chr20	B4GALT5	8	8	8
chr18	B4GALT6	9	9	9
chr5	B4GALT7	3	3	3
chr8	BAALC	11	11	11
chr9	BAAT	2	2	2
chr11	BACE1	2	2	2
chr21	BACE2	29	29	29
chr21	BACH1	7	7	7
chr6	BACH2	56	56	56
chr11	BAD	3	3	3
chr10	BAG3	7	7	7
chr14	BAG5	2	2	2
chr17	BAHCC1	5	5	5
chr15	BAHD1	5	5	5
chr8	BAI1	8	8	8
chr1	BAI2	6	6	6
chr6	BAI3	103	103	103
chr17	BAIAP2	10	10	10
chr7	BAIAP2L1	10	10	10
chr16	BAIAP3	2	2	2
chr6	BAK1	3	3	3
chr10	BAMBI	3	3	3
chr20	BANF2	7	7	7
chr4	BANK1	57	57	57
chr16	BANP	33	33	33
chr2	BARD1	11	11	11
chr9	BARHL1	5	5	5
chr1	BARHL2	3	3	3
chr11	BARX2	21	21	21
chr5	BASP1	10	10	10
chr6	BAT1	10	10	10
chr6	BAT2	9	9	9
chr1	BAT2D1	10	10	10
chr6	BAT3	5	5	5
chr6	BAT5	7	7	7
chr14	BATF	2	2	2
chr1	BATF3	4	4	4
chr14	BAZ1A	15	15	15
chr12	BAZ2A	4	4	4
chr2	BAZ2B	33	33	33
chr19	BBC3	2	2	2
chr11	BBOX1	19	19	19
chr11	BBS1	2	2	2
chr16	BBS2	17	17	17
chr15	BBS4	7	7	7
chr2	BBS5	2	2	2
chr4	BBS7	13	13	13
chr7	BBS9	66	66	66
chr4	BBS12	2	2	2
chr3	BBX	17	17	17
chr7	BCAP29	2	2	2
chr23	BCAP31	2	2	2
chr16	BCAR1	8	8	8
chr1	BCAR3	4	4	4
chr20	BCAS1	17	17	17
chr17	BCAS3	89	89	89
chr20	BCAS4	24	24	24
chr12	BCAT1	20	20	20
chr19	BCAT2	5	5	5
chr12	BCDIN3D	3	3	3
chr3	BCHE	6	6	6
chr19	BCKDHA	2	2	2
chr6	BCKDHB	31	31	31
chr18	BCL2	33	33	33
chr15	BCL2A1	3	3	3
chr2	BCL2L11	16	16	16
chr19	BCL2L12	5	5	5
chr12	BCL2L14	45	45	45
chr3	BCL6	6	6	6
chr12	BCL7A	7	7	7
chr1	BCL9	11	11	11
chr1	BCL10	2	2	2
chr2	BCL11A	22	22	22
chr14	BCL11B	17	17	17
chr6	BCLAF1	4	4	4
chr16	BCMO1	18	18	18
chr11	BCO2	2	2	2
chr23	BCOR	10	10	10
chr22	BCR	2	2	2
chr2	BCS1L	3	3	3
chr4	BDH2	4	4	4
chr14	BDKRB1	3	3	3
chr14	BDKRB2	13	13	13
chr11	BDNF	8	8	8
chr5	BDP1	12	12	12
chr17	BECN1	3	3	3
chr14	BEGAIN	5	5	5
chr11	BEST1	4	4	4
chr12	BEST3	10	10	10
chr1	BEST4	3	3	3
chr7	BET1	2	2	2
chr20	BFSP1	14	14	14
chr3	BFSP2	18	18	18
chr12	BHLHB3	4	4	4
chr5	BHMT2	6	6	6
chr10	BICC1	33	33	33
chr12	BICD1	56	56	56
chr9	BICD2	11	11	11
chr2	BIN1	11	11	11
chr8	BIN3	14	14	14
chr11	BIRC2	2	2	2
chr2	BIRC6	17	17	17
chr13	BIVM	7	7	7
chr20	BLCAP	2	2	2
chr8	BLK	5	5	5
chr15	BLM	11	11	11
chr17	BLMH	4	4	4
chr10	BLNK	12	12	12
chr7	BLVRA	6	6	6
chr19	BLVRB	2	2	2
chr1	BLZF1	16	16	16
chr15	BMF	5	5	5
chr10	BMI1	2	2	2
chr8	BMP1	9	9	9
chr20	BMP2	5	5	5
chr4	BMP2K	14	14	14
chr4	BMP3	3	3	3
chr14	BMP4	2	2	2
chr6	BMP5	20	20	20
chr6	BMP6	33	33	33
chr20	BMP7	10	10	10
chr1	BMP8A	4	4	4
chr1	BMP8B	2	2	2
chr2	BMP10	4	4	4
chr7	BMPER	49	49	49
chr10	BMPR1A	11	11	11
chr4	BMPR1B	57	57	57
chr2	BMPR2	18	18	18
chr23	BMX	2	2	2
chr15	BNC1	2	2	2
chr9	BNC2	79	79	79
chr15	BNIP2	16	16	16
chr10	BNIP3	5	5	5
chr8	BNIP3L	8	8	8
chr3	BOC	13	13	13
chr2	BOK	2	2	2
chr16	BOLA2	2	2	2
chr16	BOLA2B	2	2	2
chr2	BOLA3	2	2	2
chr2	BOLL	4	4	4
chr7	BPGM	4	4	4
chr6	BPHL	4	4	4
chr20	BPI	2	2	2
chr20	BPIL1	2	2	2
chr22	BPIL2	7	7	7
chr1	BPNT1	5	5	5
chr17	BPTF	26	26	26
chr7	BRAF	23	23	23
chr12	BRAP	3	3	3
chr17	BRCA1	2	2	2
chr13	BRCA2	7	7	7
chr23	BRCC3	2	2	2
chr22	BRD1	12	12	12
chr6	BRD2	3	3	3
chr9	BRD3	6	6	6
chr19	BRD4	8	8	8
chr16	BRD7	5	5	5
chr5	BRD8	3	3	3
chr5	BRD9	2	2	2
chr1	BRDT	19	19	19
chr2	BRE	17	17	17
chr14	BRF1	13	13	13
chr12	BRI3BP	5	5	5
chr17	BRIP1	10	10	10
chr11	BRMS1	2	2	2
chr14	BRMS1L	6	6	6
chr1	BRP44	3	3	3
chr6	BRP44L	4	4	4
chr3	BRPF1	3	3	3
chr6	BRPF3	10	10	10
chr11	BRSK2	7	7	7
chr18	BRUNOL4	34	34	34
chr19	BRUNOL5	9	9	9
chr21	BRWD1	4	4	4
chr10	BRWD2	8	8	8
chr23	BRWD3	4	4	4
chr11	BSCL2	4	4	4
chr19	BSPH1	4	4	4
chr9	BSPRY	5	5	5
chr4	BST1	2	2	2
chr19	BST2	2	2	2
chr10	BTAF1	8	8	8
chr15	BTBD1	5	5	5
chr19	BTBD2	4	4	4
chr20	BTBD3	6	6	6
chr14	BTBD7	24	24	24
chr1	BTBD8	8	8	8
chr6	BTBD9	60	60	60
chr11	BTBD10	8	8	8
chr12	BTBD11	66	66	66
chr16	BTBD12	5	5	5
chr9	BTBD14A	37	37	37
chr19	BTBD14B	3	3	3
chr10	BTBD16	15	15	15
chr4	BTC	5	5	5
chr3	BTD	2	2	2
chr1	BTF3L4	2	2	2
chr21	BTG3	4	4	4
chr11	BTG4	5	5	5
chr23	BTK	5	5	5
chr3	BTLA	7	7	7
chr6	BTN1A1	2	2	2
chr6	BTN2A2	3	3	3
chr6	BTN3A2	8	8	8
chr5	BTNL8	2	2	2
chr10	BTRC	8	8	8
chr15	BUB1B	3	3	3
chr10	BUB3	2	2	2
chr11	BUD13	6	6	6
chr7	BUD31	3	3	3
chr6	BVES	3	3	3
chr6	BXDC1	5	5	5
chr5	BXDC2	2	2	2
chr1	BXDC5	10	10	10
chr6	BYSL	3	3	3
chr17	BZRAP1	4	4	4
chr2	BZW1	3	3	3
chr7	BZW2	22	22	22
chr2	C1D	5	5	5
chr7	C1GALT1	9	9	9
chr1	C1orf9	9	9	9
chr1	C1orf14	16	16	16
chr1	C1orf21	22	22	22
chr1	C1orf25	6	6	6
chr1	C1orf26	18	18	18
chr1	C1orf27	6	6	6
chr1	C1orf31	3	3	3
chr1	C1orf32	10	10	10
chr1	C1orf35	2	2	2
chr1	C1orf50	2	2	2
chr1	C1orf53	3	3	3
chr1	C1orf55	6	6	6
chr1	C1orf57	7	7	7
chr1	C1orf58	3	3	3
chr1	C1orf61	3	3	3
chr1	C1orf62	4	4	4
chr1	C1orf67	2	2	2
chr1	C1orf71	26	26	26
chr1	C1orf77	2	2	2
chr1	C1orf83	5	5	5
chr1	C1orf84	3	3	3
chr1	C1orf86	2	2	2
chr1	C1orf87	10	10	10
chr1	C1orf88	2	2	2
chr1	C1orf92	2	2	2
chr1	C1orf94	10	10	10
chr1	C1orf95	11	11	11
chr1	C1orf96	5	5	5
chr1	C1orf100	11	11	11
chr1	C1orf101	49	49	49
chr1	C1orf103	5	5	5
chr1	C1orf105	5	5	5
chr1	C1orf106	4	4	4
chr1	C1orf107	7	7	7
chr1	C1orf111	2	2	2
chr1	C1orf112	9	9	9
chr1	C1orf113	2	2	2
chr1	C1orf114	13	13	13
chr1	C1orf115	2	2	2
chr1	C1orf116	4	4	4
chr1	C1orf124	3	3	3
chr1	C1orf125	36	36	36
chr1	C1orf127	3	3	3
chr1	C1orf130	8	8	8
chr1	C1orf131	2	2	2
chr1	C1orf135	3	3	3
chr1	C1orf141	3	3	3
chr1	C1orf142	25	25	25
chr1	C1orf144	4	4	4
chr1	C1orf146	4	4	4
chr1	C1orf149	4	4	4
chr1	C1orf150	6	6	6
chr1	C1orf151	6	6	6
chr1	C1orf157	3	3	3
chr1	C1orf158	4	4	4
chr1	C1orf159	2	2	2
chr1	C1orf161	3	3	3
chr1	C1orf162	2	2	2
chr1	C1orf163	2	2	2
chr1	C1orf165	15	15	15
chr1	C1orf168	24	24	24
chr1	C1orf173	20	20	20
chr1	C1orf174	4	4	4
chr1	C1orf175	9	9	9
chr1	C1orf176	3	3	3
chr1	C1orf177	10	10	10
chr1	C1orf182	4	4	4
chr1	C1orf183	8	8	8
chr1	C1orf186	8	8	8
chr1	C1orf190	10	10	10
chr1	C1orf198	5	5	5
chr1	C1orf201	12	12	12
chr1	C1orf212	7	7	7
chr1	C1orf220	2	2	2
chr1	C1orf222	2	2	2
chr17	C1QBP	2	2	2
chr17	C1QL1	2	2	2
chr17	C1QTNF1	3	3	3
chr5	C1QTNF2	4	4	4
chr4	C1QTNF7	6	6	6
chr16	C1QTNF8	3	3	3
chr13	C1QTNF9	6	6	6
chr12	C1R	7	7	7
chr12	C1RL	2	2	2
chr6	C2	5	5	5
chr21	C2CD2	20	20	20
chr11	C2CD2L	2	2	2
chr11	C2CD3	13	13	13
chr2	C2orf3	15	15	15
chr2	C2orf13	13	13	13
chr2	C2orf18	2	2	2
chr2	C2orf21	2	2	2
chr2	C2orf24	2	2	2
chr2	C2orf25	4	4	4
chr2	C2orf27	2	2	2
chr2	C2orf29	4	4	4
chr2	C2orf30	4	4	4
chr2	C2orf34	32	32	32
chr2	C2orf37	3	3	3
chr2	C2orf39	3	3	3
chr2	C2orf40	4	4	4
chr2	C2orf43	47	47	47
chr2	C2orf44	2	2	2
chr2	C2orf47	3	3	3
chr2	C2orf48	10	10	10
chr2	C2orf50	4	4	4
chr2	C2orf54	3	3	3
chr2	C2orf55	17	17	17
chr2	C2orf56	2	2	2
chr2	C2orf60	2	2	2
chr2	C2orf61	12	12	12
chr2	C2orf62	3	3	3
chr2	C2orf63	7	7	7
chr2	C2orf67	8	8	8
chr2	C2orf69	2	2	2
chr2	C2orf73	3	3	3
chr2	C2orf76	11	11	11
chr19	C3	7	7	7
chr3	C3orf1	2	2	2
chr3	C3orf10	4	4	4
chr3	C3orf14	2	2	2
chr3	C3orf17	2	2	2
chr3	C3orf19	7	7	7
chr3	C3orf20	24	24	24
chr3	C3orf21	23	23	23
chr3	C3orf22	2	2	2
chr3	C3orf26	23	23	23
chr3	C3orf31	8	8	8
chr3	C3orf32	12	12	12
chr3	C3orf33	5	5	5
chr3	C3orf35	2	2	2
chr3	C3orf37	4	4	4
chr3	C3orf39	5	5	5
chr3	C3orf43	2	2	2
chr3	C3orf44	8	8	8
chr3	C3orf52	6	6	6
chr3	C3orf55	18	18	18
chr3	C3orf58	4	4	4
chr3	C3orf59	18	18	18
chr3	C3orf63	6	6	6
chr3	C3orf64	6	6	6
chr3	C3orf65	4	4	4
chr3	C3orf67	9	9	9
chr3	C3orf70	14	14	14
chr6	C4A	19	19	19
chr6	C4B	19	19	19
chr1	C4BPA	10	10	10
chr1	C4BPB	4	4	4
chr4	C4orf7	5	5	5
chr4	C4orf8	8	8	8
chr4	C4orf14	4	4	4
chr4	C4orf15	2	2	2
chr4	C4orf16	12	12	12
chr4	C4orf17	7	7	7
chr4	C4orf19	24	24	24
chr4	C4orf21	3	3	3
chr4	C4orf22	60	60	60
chr4	C4orf23	8	8	8
chr4	C4orf27	4	4	4
chr4	C4orf28	3	3	3
chr4	C4orf29	3	3	3
chr4	C4orf30	3	3	3
chr4	C4orf31	9	9	9
chr4	C4orf32	10	10	10
chr4	C4orf33	7	7	7
chr4	C4orf34	7	7	7
chr4	C4orf35	3	3	3
chr4	C4orf36	3	3	3
chr4	C4orf37	42	42	42
chr4	C4orf40	4	4	4
chr4	C4orf41	11	11	11
chr4	C4orf43	2	2	2
chr4	C4orf44	4	4	4
chr4	C4orf45	4	4	4
chr4	C4orf46	2	2	2
chr9	C5	19	19	19
chr19	C5AR1	3	3	3
chr5	C5orf4	2	2	2
chr5	C5orf13	7	7	7
chr5	C5orf15	2	2	2
chr5	C5orf22	3	3	3
chr5	C5orf24	2	2	2
chr5	C5orf25	4	4	4
chr5	C5orf28	2	2	2
chr5	C5orf32	6	6	6
chr5	C5orf33	4	4	4
chr5	C5orf36	12	12	12
chr5	C5orf37	6	6	6
chr5	C5orf40	2	2	2
chr5	C5orf41	5	5	5
chr5	C5orf42	5	5	5
chr5	C5orf44	8	8	8
chr5	C5orf45	2	2	2
chr5	C5orf46	5	5	5
chr5	C5orf49	6	6	6
chr5	C6	38	38	38
chr6	C6orf10	64	64	64
chr6	C6orf15	2	2	2
chr6	C6orf26	2	2	2
chr6	C6orf27	7	7	7
chr6	C6orf57	3	3	3
chr6	C6orf58	4	4	4
chr6	C6orf60	33	33	33
chr6	C6orf62	2	2	2
chr6	C6orf64	3	3	3
chr6	C6orf65	3	3	3
chr6	C6orf70	2	2	2
chr6	C6orf81	3	3	3
chr6	C6orf89	14	14	14
chr6	C6orf91	13	13	13
chr6	C6orf97	25	25	25
chr6	C6orf103	55	55	55
chr6	C6orf105	11	11	11
chr6	C6orf106	7	7	7
chr6	C6orf114	4	4	4
chr6	C6orf115	3	3	3
chr6	C6orf118	7	7	7
chr6	C6orf125	5	5	5
chr6	C6orf126	2	2	2
chr6	C6orf129	6	6	6
chr6	C6orf130	2	2	2
chr6	C6orf134	9	9	9
chr6	C6orf136	6	6	6
chr6	C6orf138	29	29	29
chr6	C6orf142	42	42	42
chr6	C6orf145	4	4	4
chr6	C6orf146	4	4	4
chr6	C6orf150	2	2	2
chr6	C6orf151	4	4	4
chr6	C6orf153	2	2	2
chr6	C6orf162	5	5	5
chr6	C6orf165	10	10	10
chr6	C6orf167	8	8	8
chr6	C6orf168	9	9	9
chr6	C6orf170	25	25	25
chr6	C6orf174	7	7	7
chr6	C6orf182	16	16	16
chr6	C6orf186	31	31	31
chr6	C6orf190	19	19	19
chr6	C6orf191	7	7	7
chr6	C6orf192	6	6	6
chr6	C6orf195	6	6	6
chr6	C6orf199	6	6	6
chr6	C6orf201	14	14	14
chr6	C6orf203	6	6	6
chr6	C6orf204	26	26	26
chr6	C6orf206	3	3	3
chr6	C6orf211	3	3	3
chr6	C6orf222	3	3	3
chr6	C6orf224	2	2	2
chr6	C6orf225	7	7	7
chr5	C7	35	35	35
chr7	C7orf10	65	65	65
chr7	C7orf16	4	4	4
chr7	C7orf20	6	6	6
chr7	C7orf23	6	6	6
chr7	C7orf24	4	4	4
chr7	C7orf28A	3	3	3
chr7	C7orf30	3	3	3
chr7	C7orf31	10	10	10
chr7	C7orf33	10	10	10
chr7	C7orf36	2	2	2
chr7	C7orf41	3	3	3
chr7	C7orf42	2	2	2
chr7	C7orf43	2	2	2
chr7	C7orf44	10	10	10
chr7	C7orf45	2	2	2
chr7	C7orf49	2	2	2
chr7	C7orf50	20	20	20
chr7	C7orf53	4	4	4
chr7	C7orf55	3	3	3
chr7	C7orf57	5	5	5
chr7	C7orf58	24	24	24
chr7	C7orf59	2	2	2
chr7	C7orf60	7	7	7
chr1	C8A	5	5	5
chr1	C8B	7	7	7
chr8	C8orf31	2	2	2
chr8	C8orf32	8	8	8
chr8	C8orf34	68	68	68
chr8	C8orf37	5	5	5
chr8	C8orf38	6	6	6
chr8	C8orf40	2	2	2
chr8	C8orf42	30	30	30
chr8	C8orf45	2	2	2
chr8	C8orf46	4	4	4
chr8	C8orf47	8	8	8
chr8	C8orf55	2	2	2
chr8	C8orf74	3	3	3
chr8	C8orf76	2	2	2
chr8	C8orf79	32	32	32
chr8	C8orf80	6	6	6
chr8	C8ORFK36	3	3	3
chr5	C9	16	16	16
chr9	C9orf3	47	47	47
chr9	C9orf4	5	5	5
chr9	C9orf5	21	21	21
chr9	C9orf7	2	2	2
chr9	C9orf9	3	3	3
chr9	C9orf11	4	4	4
chr9	C9orf19	7	7	7
chr9	C9orf21	6	6	6
chr9	C9orf23	2	2	2
chr9	C9orf24	3	3	3
chr9	C9orf25	10	10	10
chr9	C9orf30	4	4	4
chr9	C9orf43	3	3	3
chr9	C9orf46	25	25	25
chr9	C9orf50	2	2	2
chr9	C9orf58	5	5	5
chr9	C9orf61	11	11	11
chr9	C9orf64	3	3	3
chr9	C9orf66	2	2	2
chr9	C9orf68	8	8	8
chr9	C9orf69	2	2	2
chr9	C9orf72	10	10	10
chr9	C9orf79	2	2	2
chr9	C9orf80	4	4	4
chr9	C9orf82	3	3	3
chr9	C9orf84	28	28	28
chr9	C9orf85	19	19	19
chr9	C9orf86	4	4	4
chr9	C9orf89	2	2	2
chr9	C9orf91	8	8	8
chr9	C9orf93	46	46	46
chr9	C9orf95	3	3	3
chr9	C9orf96	4	4	4
chr9	C9orf97	2	2	2
chr9	C9orf98	36	36	36
chr9	C9orf102	9	9	9
chr9	C9orf103	4	4	4
chr9	C9orf117	2	2	2
chr9	C9orf119	3	3	3
chr9	C9orf123	4	4	4
chr9	C9orf125	2	2	2
chr9	C9orf126	50	50	50
chr9	C9orf127	5	5	5
chr9	C9orf128	4	4	4
chr9	C9orf129	2	2	2
chr9	C9orf131	2	2	2
chr9	C9orf135	15	15	15
chr9	C9orf139	4	4	4
chr9	C9orf140	2	2	2
chr9	C9orf150	13	13	13
chr9	C9orf152	2	2	2
chr9	C9orf153	8	8	8
chr9	C9orf165	2	2	2
chr10	C10orf4	7	7	7
chr10	C10orf10	3	3	3
chr10	C10orf11	94	94	94
chr10	C10orf18	14	14	14
chr10	C10orf26	7	7	7
chr10	C10orf27	4	4	4
chr10	C10orf28	8	8	8
chr10	C10orf30	9	9	9
chr10	C10orf33	8	8	8
chr10	C10orf46	9	9	9
chr10	C10orf47	11	11	11
chr10	C10orf49	5	5	5
chr10	C10orf53	7	7	7
chr10	C10orf54	9	9	9
chr10	C10orf57	2	2	2
chr10	C10orf59	34	34	34
chr10	C10orf63	9	9	9
chr10	C10orf65	9	9	9
chr10	C10orf67	3	3	3
chr10	C10orf68	23	23	23
chr10	C10orf71	5	5	5
chr10	C10orf72	27	27	27
chr10	C10orf76	9	9	9
chr10	C10orf79	15	15	15
chr10	C10orf81	5	5	5
chr10	C10orf82	5	5	5
chr10	C10orf84	5	5	5
chr10	C10orf88	2	2	2
chr10	C10orf90	29	29	29
chr10	C10orf92	5	5	5
chr10	C10orf93	2	2	2
chr10	C10orf96	8	8	8
chr10	C10orf97	4	4	4
chr10	C10orf99	2	2	2
chr10	C10orf104	2	2	2
chr10	C10orf107	11	11	11
chr10	C10orf109	8	8	8
chr10	C10orf111	2	2	2
chr10	C10orf113	3	3	3
chr10	C10orf118	6	6	6
chr10	C10orf119	6	6	6
chr10	C10orf128	4	4	4
chr10	C10orf129	3	3	3
chr10	C10orf132	4	4	4
chr10	C10orf137	4	4	4
chr10	C10orf141	17	17	17
chr11	C11orf9	3	3	3
chr11	C11orf16	3	3	3
chr11	C11orf17	2	2	2
chr11	C11orf24	7	7	7
chr11	C11orf30	24	24	24
chr11	C11orf40	2	2	2
chr11	C11orf41	15	15	15
chr11	C11orf45	3	3	3
chr11	C11orf46	3	3	3
chr11	C11orf47	2	2	2
chr11	C11orf49	6	6	6
chr11	C11orf52	7	7	7
chr11	C11orf53	5	5	5
chr11	C11orf54	7	7	7
chr11	C11orf60	5	5	5
chr11	C11orf61	6	6	6
chr11	C11orf63	5	5	5
chr11	C11orf65	11	11	11
chr11	C11orf67	5	5	5
chr11	C11orf70	5	5	5
chr11	C11orf71	3	3	3
chr11	C11orf73	4	4	4
chr11	C11orf74	2	2	2
chr11	C11orf75	9	9	9
chr11	C11orf80	16	16	16
chr11	C11orf82	6	6	6
chr12	C12orf4	17	17	17
chr12	C12orf5	12	12	12
chr12	C12orf11	4	4	4
chr12	C12orf23	5	5	5
chr12	C12orf25	6	6	6
chr12	C12orf26	27	27	27
chr12	C12orf30	3	3	3
chr12	C12orf32	2	2	2
chr12	C12orf34	11	11	11
chr12	C12orf35	13	13	13
chr12	C12orf36	2	2	2
chr12	C12orf40	3	3	3
chr12	C12orf41	6	6	6
chr12	C12orf42	32	32	32
chr12	C12orf43	3	3	3
chr12	C12orf44	2	2	2
chr12	C12orf48	18	18	18
chr12	C12orf49	10	10	10
chr12	C12orf50	3	3	3
chr12	C12orf51	7	7	7
chr12	C12orf53	2	2	2
chr12	C12orf54	9	9	9
chr12	C12orf56	34	34	34
chr12	C12orf57	2	2	2
chr12	C12orf59	2	2	2
chr12	C12orf61	2	2	2
chr12	C12orf63	18	18	18
chr12	C12orf65	4	4	4
chr12	C12orf66	4	4	4
chr12	C12orf67	7	7	7
chr13	C13orf1	4	4	4
chr13	C13orf3	4	4	4
chr13	C13orf15	4	4	4
chr13	C13orf16	4	4	4
chr13	C13orf18	2	2	2
chr13	C13orf23	5	5	5
chr13	C13orf26	6	6	6
chr13	C13orf27	2	2	2
chr13	C13orf28	20	20	20
chr13	C13orf30	2	2	2
chr13	C13orf31	3	3	3
chr13	C13orf33	2	2	2
chr13	C13orf34	2	2	2
chr13	C13orf36	7	7	7
chr13	C13orf37	2	2	2
chr13	C13orf39	2	2	2
chr14	C14orf2	3	3	3
chr14	C14orf4	3	3	3
chr14	C14orf21	3	3	3
chr14	C14orf28	4	4	4
chr14	C14orf37	11	11	11
chr14	C14orf39	5	5	5
chr14	C14orf43	23	23	23
chr14	C14orf45	2	2	2
chr14	C14orf48	2	2	2
chr14	C14orf49	23	23	23
chr14	C14orf50	3	3	3
chr14	C14orf68	3	3	3
chr14	C14orf79	2	2	2
chr14	C14orf93	8	8	8
chr14	C14orf94	6	6	6
chr14	C14orf100	5	5	5
chr14	C14orf101	8	8	8
chr14	C14orf102	13	13	13
chr14	C14orf105	5	5	5
chr14	C14orf106	6	6	6
chr14	C14orf108	10	10	10
chr14	C14orf109	2	2	2
chr14	C14orf118	7	7	7
chr14	C14orf124	2	2	2
chr14	C14orf126	6	6	6
chr14	C14orf129	5	5	5
chr14	C14orf133	9	9	9
chr14	C14orf135	7	7	7
chr14	C14orf142	4	4	4
chr14	C14orf143	28	28	28
chr14	C14orf145	101	101	101
chr14	C14orf147	15	15	15
chr14	C14orf148	11	11	11
chr14	C14orf152	4	4	4
chr14	C14orf153	4	4	4
chr14	C14orf159	12	12	12
chr14	C14orf166B	8	8	8
chr14	C14orf169	3	3	3
chr14	C14orf174	5	5	5
chr14	C14orf177	2	2	2
chr14	C14orf178	6	6	6
chr14	C14orf179	5	5	5
chr15	C15orf15	3	3	3
chr15	C15orf23	2	2	2
chr15	C15orf24	2	2	2
chr15	C15orf26	2	2	2
chr15	C15orf27	16	16	16
chr15	C15orf29	11	11	11
chr15	C15orf32	2	2	2
chr15	C15orf33	24	24	24
chr15	C15orf39	5	5	5
chr15	C15orf41	5	5	5
chr15	C15orf42	4	4	4
chr15	C15orf44	10	10	10
chr15	C15orf52	2	2	2
chr15	C15orf53	2	2	2
chr15	C15orf54	2	2	2
chr15	C15orf57	2	2	2
chr15	C15orf58	2	2	2
chr15	C15orf59	3	3	3
chr16	C16orf5	2	2	2
chr16	C16orf35	6	6	6
chr16	C16orf45	8	8	8
chr16	C16orf46	6	6	6
chr16	C16orf57	7	7	7
chr16	C16orf61	13	13	13
chr16	C16orf62	19	19	19
chr16	C16orf63	14	14	14
chr16	C16orf68	4	4	4
chr16	C16orf70	5	5	5
chr16	C16orf72	6	6	6
chr16	C16orf73	5	5	5
chr16	C16orf74	18	18	18
chr16	C16orf78	2	2	2
chr16	C16orf80	2	2	2
chr16	C16orf84	2	2	2
chr16	C16orf85	7	7	7
chr16	C16orf88	2	2	2
chr17	C17orf28	4	4	4
chr17	C17orf49	2	2	2
chr17	C17orf51	2	2	2
chr17	C17orf53	4	4	4
chr17	C17orf55	4	4	4
chr17	C17orf56	3	3	3
chr17	C17orf57	9	9	9
chr17	C17orf58	2	2	2
chr17	C17orf60	3	3	3
chr17	C17orf62	2	2	2
chr17	C17orf65	9	9	9
chr17	C17orf67	2	2	2
chr17	C17orf68	3	3	3
chr17	C17orf70	3	3	3
chr17	C17orf76	4	4	4
chr17	C17orf78	6	6	6
chr17	C17orf79	2	2	2
chr17	C17orf80	3	3	3
chr17	C17orf81	3	3	3
chr17	C17orf85	4	4	4
chr17	C17orf90	3	3	3
chr17	C17orf95	2	2	2
chr18	C18orf1	79	79	79
chr18	C18orf10	8	8	8
chr18	C18orf19	6	6	6
chr18	C18orf22	4	4	4
chr18	C18orf24	6	6	6
chr18	C18orf25	12	12	12
chr18	C18orf32	2	2	2
chr18	C18orf34	75	75	75
chr18	C18orf45	6	6	6
